word,synonyms
accesible,"['vadeable', 'superable', 'franqueable', 'transitable', 'comprensible', 'abierto', 'afable', 'inteligible', 'tratable', 'sencillo', 'vencible']"
acceso,"['umbral', 'entrada', 'paso', 'umbralado']"
accesorio,"['guarnición', 'adorno', 'paramento', 'aderezo', 'ornato']"
accésit,"['recompensa', 'premio', 'galardón', 'distinción', 'mérito', 'virtud', 'valía']"
accidentado,"['escabroso', 'abrupto', 'intrincado', 'quebrado', 'irregular', 'fragoso']"
accidental,"['episódico', 'anecdótico', 'secundario', 'circunstancial', 'incidental', 'pasajero']"
accidentar,"['dañar', 'herir', 'lesionar', 'magullar', 'lisiar', 'lastimar', 'lacerar', 'fracturar', 'dislocar', 'torcer', 'deslomar', 'baldar']"
accidentarse,"['escoñarse', 'lesionarse', 'lastimarse']"
accidente,"['vicisitud', 'contrariedad', 'obstáculo', 'dificultad', 'incidente']"
accionar,"['gesticular', 'guiñar', 'manotear', 'bracear', 'indicar']"
accionista,"['capitalista', 'socio', 'asociado']"
acción,"['actividad', 'acto', 'energía', 'influencia', 'batalla', 'argumento', 'bono', 'movimiento', 'hecho', 'entusiasmo', 'obra', 'evento', 'acontecimiento']"
acción directa,['activismo']
acechanza,"['acecho', 'vigilancia', 'observación', 'espionaje']"
acechar,"['brujulear', 'vagar', 'vagabundear', 'zascandilear', 'merodear', 'rondar', 'husmear', 'deambular', 'fisgar', 'callejear', 'circular', 'pasear', 'pendonear', 'errar', 'caminar', 'marchar']"
acecho,"['acechanza', 'vigilancia', 'observación', 'espionaje']"
acedar,"['avinagrarse', 'agriar', 'acidificar', 'acidular', 'cortar']"
acedía,['platija']
aceitar,"['lubricar', 'engrasar', 'lubrificar', 'suavizar']"
aceite,"['lubricante', 'lubrificante', 'grasa', 'vaselina']"
aceitera,['alcuza']
aceitoso,"['oleaginoso', 'untuoso', 'graso', 'grasiento', 'viscoso']"
aceituna,['oliva']
aceitunado,"['verdoso', 'cetrino', 'oliváceo']"
aceitunero,"['olivarero', 'olivícola', 'olivicultor']"
aceleración,"['arrancada', 'arranque', 'puesta en marcha']"
acelerado,"['rabión', 'rápido', 'veloz', 'pronto', 'presuroso', 'apresurado', 'precipitado', 'raudo']"
acelerar,['lentificar']
acemilar,"['caballar', 'ecuestre', 'equino', 'hípico', 'caballuno', 'yeguar']"
acemilero,"['gañán', 'peón', 'labriego', 'bracero', 'jornalero', 'arriero', 'paleto', 'mulero']"
acendrado,"['acrisolado', 'puro', 'depurado', 'intachable', 'irreprochable', 'íntegro', 'limpio', 'honorable', 'aquilatado']"
acendrar,"['acrisolar', 'purificar', 'depurar', 'aquilatar', 'perfeccionar']"
acento,"['énfasis', 'vigor', 'realce', 'pedantería', 'afectación', 'ceremonia', 'intensidad', 'energía', 'fuerza', 'vehemencia', 'empaque', 'redundancia', 'hincapié', 'ampulosidad', 'pomposidad']"
acentuado,"['acusado', 'destacado', 'marcado', 'pronunciado', 'perceptible', 'dibujado']"
acentuar,"['llamar', 'denominar', 'nombrar', 'designar', 'tildar', 'tachar']"
aceña,['molino']
aceptable,['válido']
aceptablemente,"['bien', 'perfectamente', 'admisiblemente ', 'correctamente', 'acertadamente', 'proporcionadamente', 'adecuadamente']"
aceptación,"['boga', 'moda', 'actualidad', 'novedad', 'auge', 'fama', 'popularidad']"
aceptado,"['aprobado', 'consentido', 'permitido', 'admitido', 'ratificado']"
aceptar,"['reconocer', 'distinguir', 'recordar', 'examinar', 'inspeccionar', 'confesar', 'declarar', 'convenir']"
acequia,"['cacera', 'canal', 'reguera', 'zanja']"
acera,"['vereda', 'banqueta']"
acerado,"['afilado', 'agudo', 'duro', 'resistente', 'incisivo', 'hiriente', 'mordaz', 'ofensivo', 'ácido', 'cáustico']"
acerar,"['fortalecer', 'vigorizar', 'endurecer', 'robustecer', 'templar']"
acerbo,"['agrio', 'amargo', 'áspero', 'cruel', 'despiadado', 'duro', 'rudo', 'incisivo']"
acercamiento,"['yuxtgaposición', 'aproximación']"
acercar,"['armonizar', 'harmonizar', 'conciliar', 'avenir', 'concertar', 'aproximar', 'arreglar', 'coordinar', 'combinar', 'pegar', 'ir', 'entonar', 'acoplar', 'ajustar']"
acercarse,"['andar', 'encontrarse', 'hallarse', 'estar', 'rondar', 'rozar', 'frisar', 'aproximarse']"
acerico,"['alfiletero', 'almohadilla']"
acero,"['espada', 'puñal', 'hoja', 'arma blanca', 'estoque']"
acertadamente,"['bien', 'perfectamente', 'aceptablemente', 'admisiblemente ', 'correctamente', 'proporcionadamente', 'adecuadamente']"
acertado,"['feliz', 'oportuno', 'eficaz', 'atinado', 'adecuado']"
acertar,"['leer', 'adivinar', 'percibir', 'descubrir', 'observar']"
acertijo,"['quisicosa', 'enigma', 'misterio']"
acervo,"['macutos', 'arreos', 'patrimonio', 'bagaje', 'equipaje', 'mochilas', 'paquetes', 'maletas', 'pertrechos', 'impedimenta', 'bastimento']"
acezo,"['jadeo', 'resuello', 'ahogo', 'ansia', 'fatiga', 'sofoco', 'resoplido']"
acéfalo,"['descabezado', 'decapitado']"
acémila,"['mulo', 'mula', 'animal', 'bestia', 'bruto', 'torpe', 'bárbaro', 'bestial', 'cafre', 'patán', 'ignorante', 'inculto', 'atroz']"
acérrimo,"['tenaz', 'firme', 'enérgico', 'voluntarioso', 'entusiasta', 'constante', 'intransigente', 'fanático', 'obstinado', 'subsistente']"
achabacanar,"['vulgarizar', 'embrutecer', 'adocenar', 'asilvestrar']"
achabacanarse,"['embastecerse', 'embrutecerse']"
achacar,"['atribuir', 'imputar', 'inculpar', 'endosar']"
achacoso,"['decrépito', 'delicado', 'enfermizo', 'enclenque', 'frágil', 'valetudinario', 'marchito']"
achamparse,"['afincar', 'establecerse', 'residir', 'quedarse', 'arraigar', 'echar raíces']"
achantado,"['medroso', 'cobarde', 'apocado', 'pusilánime', 'miedoso', 'asustadizo']"
achantar,"['achicar', 'reducir', 'acobardar', 'disminuir', 'atemorizar', 'encoger', 'acoquinar', 'empequeñecer', 'apabullar', 'acortar']"
achantarse,"['apendejarse', 'atontarse', 'embobarse', 'acobardarse', 'amilanarse', 'apollardarse']"
achaparrado,"['chaparro', 'rechoncho', 'bajo', 'gordo', 'regordete', 'enano', 'pigmeo', 'liliputiense', 'pequeño', 'desmedrado']"
achaque,"['lacra', 'deficiencia', 'defecto', 'vicio', 'inconveniencia', 'daño', 'perjuicio', 'quebranto']"
achaques,['gotera']
achares,"['celos', 'duda', 'sospecha', 'envidia']"
achatamiento,"['bajura', 'rebajamiento', 'aplanamiento', 'profundidad']"
achatar,"['redondear', 'despuntar', 'aplastar']"
achicar,"['reducir', 'disminuir', 'aminorar', 'estrechar', 'acortar', 'ceñir', 'resumir', 'compendiar', 'sujetar', 'someter', 'dominar', 'domeñar', 'convertir']"
achicarse,"['empequeñecerse', 'apocarse', 'amilanarse', 'acobardarse']"
achicharradero,"['tostadero', 'horno', 'infierno']"
achicharrado,"['arrebatado', 'quemado']"
achicharrar,"['escaldar', 'quemar', 'abrasar']"
achicopalado,['tímido']
achicoria,['chicoria']
achiguar,"['combar', 'arquear', 'abombar', 'engordar']"
achinado,"['amestizado', 'mestizo', 'aindiado']"
achiquitar,"['empequeñecer', 'menguar', 'achicar']"
achispado,"['entonado', 'alegre']"
achispar,"['enchispar', 'emborrachar']"
achisparse,"['emborracharse', 'encurdarse', 'amonarse']"
achivar,"['guardar', 'guarecer', 'meter']"
acholar,"['avergonzar', 'amilanar', 'acobardar']"
achuchado,"['difícil', 'complicado', 'enrevesado', 'arduo', 'intrincado', 'aperreado']"
achuchar,"['encarnizar', 'recrudecer', 'enconar', 'acalorar', 'atizar', 'azuzar']"
achucharrar,"['aplastar', 'asustar', 'acobardar']"
achuchón,"['abrazo', 'apretón', 'estrujón', 'sobo', 'manoseo', 'revolcón', 'arrechucho', 'ataque', 'indisposición']"
achucuyar,"['humillar', 'entristecer', 'apenar', 'disgustar', 'desconsolar', 'desolar', 'afligir', 'apesadumbrarse', 'acongojar', 'atribular', 'abatir', 'contristar']"
achura,"['asadura', 'víscera', 'entraña', 'tripa']"
achurar,"['acuchillar', 'apuñalar', 'rajar', 'rebanar', 'cortar']"
aciago,"['triste', 'funesto', 'infeliz', 'desgraciado', 'desafortunado', 'infortunado', 'desventurado', 'nefasto', 'fatídico', 'infausto']"
acibarar,['amargar']
acicalado,"['lamido', 'atildado', 'relamido', 'limpio', 'pulido', 'cuidadoso']"
acicalar,"['limpiar', 'lavar', 'escobillar', 'higienizar', 'fregar', 'barrer', 'bañar', 'duchar', 'enjuagar', 'quitar', 'lustrar', 'rociar', 'asear', 'escobar', 'cepillar', 'barrisquear ']"
acicalarse,"['endomingarse', 'engalanarse', 'emperifollarse', 'emperejilarse']"
acicate,"['espuela', 'estímulo', 'incentivo', 'aliciente', 'aguijón']"
acidez,"['gastritis', 'gastralgia', 'ardor']"
acidificar,"['avinagrarse', 'agriar', 'acidular', 'acedar', 'cortar']"
acidular,"['avinagrarse', 'agriar', 'acidificar', 'acedar', 'cortar']"
acierto,"['tino', 'tacto', 'tiento', 'conveniencia', 'oportunidad', 'puntería', 'hallazgo', 'descubrimiento', 'éxito', 'logro']"
acíbar,"['zabila', 'áloe', 'aloe', 'zabida', 'amargura', 'disgusto', 'pena', 'hiel', 'tristeza', 'pesadumbre']"
aclamación,"['ovación', 'aplauso', 'vítores', 'entusiasmo', 'aprobación']"
aclamar,"['ovacionar', 'aplaudir', 'vitorear', 'proclamar', 'vocear', 'vivar']"
aclaración,"['glosa', 'comentario', 'explicación', 'interpretación', 'exégesis', 'reseña', 'nota', 'apostilla', 'exegesis', 'hermenéutica']"
aclarado,"['acicalado', 'arreglado', 'limpio', 'pulcro', 'engalanado', 'atildado', 'compuesto', 'aseado', 'higiénico', 'lavado', 'fregado', 'barrido', 'enjabonado', 'purificado']"
aclarar,"['lavar', 'asear', 'sumergir', 'limpiar', 'bañar', 'colar', 'duchar', 'enjuagar', 'jabonar', 'purificar', 'blanquear', 'fregar', 'humedecer', 'mojar', 'remojar']"
aclaratorio,"['esclarecedor', 'explicativo', 'ilustrativo', 'revelador', 'dilucidador', 'iluminador']"
aclimatación,"['adaptación', 'habilitación', 'acondicionamiento', 'acomodo', 'adecuación', 'amoldamiento']"
aclimatar,"['naturalizar', 'adaptar', 'habituar']"
acné,"['granulación', 'imperfección', 'granitos', 'granos']"
acobardado,"['agachado', 'encogido', 'doblado', 'acurrucado', 'agazapado', 'en cuclillas', 'atemorizado', 'avergonzado', 'aturdido', 'apurado', 'intimidado', 'apocado', 'achantado', 'cortado']"
acobardamiento,"['encogimiento', 'vergüenza', 'cohibición', 'apocamiento', 'aturdimiento', 'cortedad']"
acobardar,"['acojonar', 'atemorizar', 'amedrentar', 'asustar', 'aterrorizar', 'arredrar', 'achicar', 'amilanar', 'sorprender', 'impresionar']"
acobardarse,"['empequeñecerse', 'achicarse', 'apocarse', 'amilanarse']"
acodar,['doblar']
acodarse,"['arrimarse', 'recostarse', 'apoyarse']"
acogedor,"['hospitalario', 'afable', 'receptivo', 'confortable', 'cómodo', 'agradable', 'apacible']"
acoger,"['recoger', 'cosechar', 'recolectar', 'coger', 'guardar', 'poner en cobro', 'juntar', 'reunir', 'congregar', 'acopiar', 'dar asilo', 'retirarse', 'encerrarse', 'refugiarse', 'acogerse', 'abstraerse', 'ensimismarse', 'reconcentrarse']"
acogerse,"['recurrir', 'acudir', 'apelar']"
acogida,"['recibimiento', 'admisión', 'recepción', 'antesala', 'entrada', 'vestíbulo']"
acogido,"['asilado', 'refugiado', 'hospiciano', 'internado']"
acogotar,"['someter', 'intimidar', 'oprimir', 'domeñar', 'reprimir', 'anonadar', 'desconcertar', 'aturdir', 'abrumar', 'apabullar', 'confundir', 'humillar']"
acojonar,"['acobardar', 'atemorizar', 'amedrentar', 'asustar', 'aterrorizar', 'arredrar', 'achicar', 'amilanar', 'sorprender', 'impresionar']"
acolchado,"['guateado', 'enguatado']"
acolchar,"['almohadillar', 'guatear', 'enguatar']"
acomedido,"['servicial', 'complaciente', 'solícito']"
acomedirse,"['ofrecerse', 'prestarse']"
acometer,"['osar', 'enfrentarse', 'animarse', 'atreverse', 'arriesgarse', 'descararse', 'decidirse', 'lanzarse']"
acometida,"['empellón', 'empujón', 'envite', 'embestida']"
acometividad,"['validación', 'subsistencia', 'firmeza', 'garra', 'brío', 'empuje', 'energía', 'fuerza', 'nervio', 'moral', 'potencia', 'pujanza', 'ímpetu', 'resolución', 'ánimo', 'aliento', 'arranque', 'atrevimiento', 'coraje', 'decisión', 'intrepidez', 'denuedo', 'seguridad']"
acomodación,"['acomodo', 'acoplamiento', 'disposición', 'aclimatación', 'acondicionamiento', 'empleo', 'ocupación', 'alojamiento', 'hospedaje', 'oficio']"
acomodadizo,['acomodaticio']
acomodado,"['colocado', 'situado', 'acoplado', 'establecido', 'rico', 'adinerado', 'acaudalado', 'pudiente']"
acomodar,['guardar']
acomodarse,"['ocupar', 'habitar', 'vivir', 'instalarse', 'establecerse']"
acomodaticio,"['fácil', 'dócil', 'manejable', 'obediente', 'tratable']"
acomodo,"['adaptación', 'habilitación', 'acondicionamiento', 'adecuación', 'aclimatación', 'amoldamiento']"
acompañamiento,"['guarnición', 'entremeses']"
acompañante,"['guardaspaldas', 'escolta', 'protector', 'salvaguardia', 'gorila', 'acompañante ']"
acompañar,"['escoltar', 'seguir', 'juntarse', 'agregar', 'compartir', 'unirse', 'asociarse', 'flanquear', 'anexar', 'adjuntar']"
acompañarse,"['juntar', 'acoplar', 'agrupar', 'amontonar', 'acopiar']"
acompasado,"['rítmico', 'cadencioso', 'armonioso', 'medido', 'regular', 'sincrónico']"
acompasar,"['compasar', 'ajustar', 'sincronizar']"
acomplejado,"['inhibido', 'retraído', 'apocado', 'inseguro']"
acomplejar,"['apocar', 'inhibir', 'retraer']"
acondicionado,"['disponible', 'arreglado', 'habitable', 'adecuado', 'apto']"
acondicionamiento,"['adaptación', 'habilitación', 'acomodo', 'adecuación', 'aclimatación', 'amoldamiento']"
acondicionar,"['preparar', 'disponer', 'acomodar', 'adecuar', 'adaptar', 'arreglar', 'habilitar', 'aclimatar', 'capacitar']"
acongojado,"['apenado', 'afligido', 'triste', 'cabizbajo', 'contrito', 'atribulado', 'angustiado', 'consternado', 'abrumado', 'agobiado', 'melancólico', 'abatido', 'alicaído', 'deprimido']"
acongojar,"['apenar', 'afligir', 'atribular', 'apesadumbrar', 'amargar', 'consternar', 'angustiar', 'agobiar']"
aconsejado,"['asesorado', 'advertido', 'avisado', 'recomendado', 'sensato', 'prudente', 'juicioso']"
aconsejar,"['recomendar', 'asesorar', 'sugerir', 'guiar', 'avisar', 'advertir', 'moralizar', 'exhortar']"
acontecer,"['pasar', 'ocurrir', 'suceder', 'sobrevenir', 'acaecer', 'advenir', 'producirse', 'tener lugar']"
acontecimiento,"['natalicio', 'conmemoración', 'aniversario', 'cumpleaños', 'celebración']"
acontecimientos,"['biografía', 'vida', 'historia', 'semblanza', 'hazañas', 'carrera', 'hechos', 'sucesos']"
acopiar,"['recoger', 'cosechar', 'recolectar', 'coger', 'guardar', 'poner en cobro', 'juntar', 'reunir', 'congregar', 'acoger', 'dar asilo', 'retirarse', 'encerrarse', 'refugiarse', 'acogerse', 'abstraerse', 'ensimismarse', 'reconcentrarse']"
acopio,"['abastecimiento', 'abasto', 'suministro', 'aprovisionamiento', 'avituallamiento', 'provisión', 'almacenamiento', 'acumulación', 'despensa', 'depósito']"
acoplable,"['graduable', 'ajustable', 'regulable']"
acoplado,"['justo', 'preciso', 'exacto', 'cabal', 'acordado', 'ajustado', 'calibrado', 'puntual', 'encajado', 'adaptado', 'amoldonado']"
acoplamiento,"['ligadura', 'trabazón', 'sujeción', 'unión', 'vínculo', 'relación', 'conexión']"
acoplar,"['juntar', 'fusionar', 'unir', 'fundir', 'reunir', 'unificar', 'empalmar', 'anexar', 'adjuntar', 'aunar', 'soldar', 'enlazar', 'atar', 'adosar', 'conectar', 'añadir', 'agregar', 'anudar', 'ligar', 'articular', 'pegar', 'arrimar', 'yuxtaponer', 'aglutinar', 'estrechar']"
acoquinar,"['achicar', 'reducir', 'acobardar', 'disminuir', 'atemorizar', 'encoger', 'empequeñecer', 'apabullar', 'acortar', 'achantar']"
acorazado,"['blindado', 'protegido', 'chapado']"
acorazar,"['fortalecer', 'reforzar', 'robustecer', 'vigorizar', 'blindar', 'proteger']"
acorcharse,"['insensibilizarse', 'embotarse']"
acordado,"['justo', 'preciso', 'exacto', 'cabal', 'ajustado', 'calibrado', 'puntual', 'acoplado', 'encajado', 'adaptado', 'amoldonado']"
acordar,"['quedar', 'decidir', 'convenir', 'proyectar']"
acordarse,"['añorar', 'extrañar', 'echar de menos', 'echar en falta']"
acorde,"['unísono', 'unánime']"
acordonar,"['atar', 'ceñir', 'cercar', 'rodear', 'envolver', 'encerrar', 'circunscribir', 'acotar']"
acorralamiento,"['batida', 'rastreo', 'ojeo', 'acoso', 'búsqueda', 'caza', 'cerco', 'exploración', 'persecución', 'reconocimiento', 'seguimiento', 'hostigamiento', 'asedio']"
acorralar,"['embotellar', 'cercar', 'rodear']"
acortamiento,"['empequeñecimiento', 'encogimiento', 'disminución', 'reducción', 'merma', 'estrechamiento']"
acortar,"['reducir', 'disminuir', 'aminorar', 'estrechar', 'achicar', 'ceñir', 'resumir', 'compendiar', 'sujetar', 'someter', 'dominar', 'domeñar', 'convertir']"
acosa,"['abacora', 'avasalla', 'somete', 'sojuzga', 'supedita', 'rinde', 'hostiga']"
acosar,"['jorobar', 'incomodar', 'jeringar', 'incordiar', 'fastidiar', 'irritar', 'molestar', 'joder', 'mortificar', 'vulnerar', 'enfadar', 'importunar', 'apabullar']"
acosigar,"['acosar', 'estrechar', 'apremiar', 'perseguir', 'buscar', 'rastrear', 'ojear', 'acorralar', 'seguir']"
acoso,"['batida', 'rastreo', 'ojeo', 'búsqueda', 'caza', 'cerco', 'exploración', 'persecución', 'reconocimiento', 'seguimiento', 'hostigamiento', 'asedio', 'acorralamiento']"
acostado,"['echado', 'tumbado', 'recostado']"
acostar,"['tender', 'tumbar', 'encamar', 'recostar', 'echar', 'dormir', 'yacer']"
acostarse,"['copular', 'cohabitar']"
acostumbrado,"['familiar', 'conocido', 'sabido', 'ordinario', 'habitual', 'usual', 'común', 'frecuente', 'normal', 'general']"
acostumbramiento,"['habituación', 'hábito', 'adaptación', 'familiarización']"
acostumbrar,"['foguear', 'habituar', 'adiestrar', 'avezar', 'entrenar', 'baquetear', 'experimentar', 'ejercitar', 'amaestrar', 'encaminar', 'formar', 'educar']"
acotación,"['limitación', 'muro', 'restricción', 'cortapisa', 'barrera', 'traba', 'obstáculo', 'inconveniente', 'valla', 'tapia', 'seto', 'barda', 'bardal', 'vallado', 'cerca', 'empalizada', 'parapeto', 'verja']"
acotado,"['limitado', 'circunscrito', 'restringido', 'constreñido', 'prohibido', 'condicionado', 'definido', 'establecido']"
acotar,"['localizar', 'circunscribir', 'delimitar', 'demarcar', 'determinar']"
acólito,"['monaguillo', 'adlátere']"
acre,"['agrio', 'acerbo', 'ácido', 'áspero', 'desagradable', 'desapacible', 'intransigente', 'adusto', 'huraño']"
acrecentamiento,"['engrandecimiento', 'agrandamiento', 'ampliación', 'engrosamiento']"
acrecentar,"['reforzar', 'aumentar', 'engrosar']"
acrecer,['acrecentar']
acreditación,"['justificación', 'confirmación', 'credencial', 'documentación']"
acreditado,"['genuino', 'puro', 'natural', 'verdadero', 'auténtico', 'propio']"
acreditar,"['pagar', 'abonar', 'satisfacer', 'retribuir', 'remunerar', 'enriquecer', 'avalar', 'respaldar', 'sufragar']"
acreedor,"['digno', 'merecedor']"
acribillar,"['brear', 'maltratar', 'hostigar', 'molestar', 'importunar', 'atosigar', 'freír', 'chasquear', 'zumbar']"
acrimonia,"['bilis', 'hiel', 'humor', 'atrabilis', 'enojo ', 'cólera ', 'inquina ', 'amargura ', 'desabrimiento ', 'irritación ', 'aspereza ', 'cabreo ', 'acrimonia ', 'malhumor', 'enfado', 'mosqueo', 'rebote', 'disgusto']"
acrisolado,"['puro', 'depurado', 'intachable', 'irreprochable', 'íntegro', 'limpio', 'honorable', 'acendrado', 'aquilatado']"
acrisolar,"['purificar', 'depurar', 'acendrar', 'aquilatar', 'perfeccionar']"
acristianamiento,"['bautismo', 'sacramento', 'bautizo', 'ablución', 'acristianamiento ']"
acristianar,"['bautizar', 'cristianar', 'sacramentar', 'crismar']"
acritud,"['acidez', 'acrimonia', 'agrura', 'mordacidad', 'dureza', 'agresividad', 'aspereza', 'brusquedad', 'adustez', 'desabrimiento', 'descortesía', 'desprecio', 'destemplanza', 'rudeza', 'violencia', 'grosería', 'antipatía']"
acrobacia,"['pirueta', 'cabriola', 'volatín', 'equilibrismo', 'voltereta', 'corcova']"
